archivo,beam,shot_number,lat,lon,este_utm19s,norte_utm19s,elev_lowestmode,l2a_quality_flag_rel3,degrade_flag,sensitivity,rh25,rh50,rh75,rh95,rh98,pendiente_grados,pai,fhd_normal,cover
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258350,-42.686190,-71.533590,292437.8,5270919.8,1433.1912,1,0,0.916945,-1.12,0.63,2.99,6.43,7.41,16.47,0.35339445,1.854208,0.16195421
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258363,-42.689947,-71.526089,293064.9,5270521.0,1512.492,1,0,0.9334879,0.44,3.63,6.77,10.63,12.01,19.37,1.5920892,2.3954084,0.54872197
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258365,-42.690527,-71.524926,293162.1,5270459.5,1542.9337,1,0,0.91777486,-1.23,-0.03,1.19,2.76,3.33,6.07,0.10932436,1.2815437,0.053193778
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0011,334320300400258366,-42.690816,-71.524350,293210.2,5270428.8,1547.1395,1,0,0.9166981,-1.08,0.18,1.53,3.55,4.19,7.54,0.23875724,1.44968,0.11252244
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258177,-42.664325,-71.596072,287244.1,5273192.6,1266.7025,1,0,0.93554246,-1.01,1.45,6.21,12.64,14.25,9.40,0.7759407,2.704455,0.3214985
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258178,-42.664614,-71.595492,287292.7,5273161.9,1278.2684,1,0,0.9417562,-0.41,1.83,9.05,12.68,13.58,12.88,1.1025636,2.5676618,0.42366374
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258181,-42.665484,-71.593743,287439.0,5273069.7,1327.9507,1,0,0.9869815,-2.17,0.07,2.32,5.35,6.43,17.30,0.19302522,2.087855,0.09199639
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258182,-42.665772,-71.593169,287487.0,5273039.2,1329.5663,1,0,0.97872984,-0.93,0.71,2.99,6.02,7.22,12.55,0.75625384,1.965008,0.31479046
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258183,-42.666059,-71.592598,287534.8,5273008.7,1325.4106,1,0,0.9497893,5.57,8.34,10.25,12.23,12.94,13.39,3.4488244,2.369157,0.82111406
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258198,-42.670318,-71.584270,288231.8,5272556.7,839.5045,1,0,0.98568124,-0.59,1.16,3.62,6.21,7.03,7.21,1.0370263,1.9305245,0.4044814
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258199,-42.670606,-71.583696,288279.8,5272526.2,839.361,1,0,0.93749225,-1.19,-0.14,0.86,2.24,2.76,2.21,0.07618435,1.2285601,0.037374955
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258200,-42.670893,-71.583122,288327.8,5272495.7,840.4019,1,0,0.9768691,-0.56,0.89,3.36,6.92,7.78,1.73,0.8638416,2.1180053,0.350656
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258201,-42.671181,-71.582548,288375.8,5272465.2,841.0331,1,0,0.9578336,-1.23,-0.18,0.82,2.2,2.73,0.63,0.057118353,1.3889598,0.028154744
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258202,-42.671469,-71.581974,288423.8,5272434.7,841.98004,1,0,0.9388917,-1.27,-0.22,0.74,2.09,2.58,0.89,0.015638389,1.3670412,0.007788668
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258203,-42.671756,-71.581400,288471.8,5272404.2,842.5824,1,0,0.94837946,-1.23,-0.14,0.82,2.17,2.69,0.77,0.08009156,1.376786,0.039253622
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258204,-42.672044,-71.580826,288519.8,5272373.7,843.492,1,0,0.9589796,-1.23,-0.18,0.74,2.02,2.54,0.52,0.07030087,1.2710332,0.034539122
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258205,-42.672332,-71.580253,288567.9,5272343.1,844.22144,1,0,0.9573498,-1.19,-0.18,0.74,2.02,2.5,0.63,0.040814217,1.3199615,0.02020005
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258206,-42.672619,-71.579679,288615.8,5272312.6,844.52124,1,0,0.9558522,-1.23,-0.18,0.74,2.02,2.5,0.82,0.005887062,0.947291,0.002939198
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258207,-42.672907,-71.579105,288663.8,5272282.1,845.1269,1,0,0.9584261,-1.3,-0.22,0.74,2.05,2.58,1.05,0.046815895,1.4960518,0.023135789
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258208,-42.673194,-71.578531,288711.8,5272251.6,845.9024,1,0,0.9562525,-1.19,-0.18,0.74,1.98,2.43,1.33,0.046243247,1.3003961,0.022856055
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258209,-42.673482,-71.577957,288759.8,5272221.1,846.85406,1,0,0.9572428,-1.19,-0.18,0.74,2.05,2.58,1.29,0.06336435,1.4169941,0.03118497
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258210,-42.673770,-71.577384,288807.8,5272190.6,847.509,1,0,0.95450634,-1.23,-0.14,0.82,2.13,2.65,1.92,0.03742691,1.5338402,0.018539242
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258211,-42.674057,-71.576810,288855.8,5272160.1,847.97437,1,0,0.9411309,-1.01,0.26,1.87,6.13,7.25,3.25,0.4089806,2.0364537,0.18491574
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258214,-42.674929,-71.575047,289003.2,5272067.7,922.4793,1,0,0.97877973,-1.6,-0.22,0.97,2.69,3.4,15.76,0.07173052,1.7127397,0.035228975
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258215,-42.675217,-71.574474,289051.2,5272037.2,923.0066,1,0,0.9438204,-1.72,-0.22,1.23,3.06,3.7,4.80,0.07625179,1.3835883,0.037407413
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258216,-42.675504,-71.573901,289099.1,5272006.7,921.88715,1,0,0.9796992,-1.01,0.48,2.17,4.78,5.8,3.68,0.592698,1.8305224,0.25642934
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258217,-42.675792,-71.573325,289147.2,5271976.1,926.13605,1,0,0.9495285,-1.34,0.18,1.79,4.07,4.9,6.99,0.26018694,1.7413287,0.12197746
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258218,-42.676081,-71.572746,289195.7,5271945.5,935.7779,1,0,0.95338947,-2.54,-0.52,1.27,3.77,4.71,11.26,0.015570434,0.74294597,0.007754955
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258219,-42.676370,-71.572167,289244.1,5271914.8,945.46875,1,0,0.94242305,-1.75,-0.22,1.16,3.21,4.04,10.89,0.07695952,1.8063791,0.037747964
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258220,-42.676658,-71.571592,289292.2,5271884.3,949.0365,1,0,0.944344,-0.48,2.24,5.72,9.5,10.58,13.82,1.1245505,2.3017948,0.42995936
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258221,-42.676948,-71.571011,289340.8,5271853.6,962.28864,1,0,0.9781169,-1.75,0.18,2.09,4.41,5.42,17.66,0.31525227,1.902613,0.14581768
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258222,-42.677238,-71.570428,289389.5,5271822.9,978.5551,1,0,0.9608229,-2.2,-0.22,1.64,4.22,5.12,16.27,0.058293972,1.8847734,0.028725816
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258228,-42.678981,-71.566912,289683.5,5271638.0,1107.7056,1,0,0.9770998,-0.52,2.13,4.6,7.33,8.49,17.77,1.0836327,2.0804942,0.41818723
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258229,-42.679271,-71.566333,289731.9,5271607.3,1117.7921,1,0,0.95750093,-0.82,0.59,3.29,8.38,9.54,9.75,0.6660708,2.3439786,0.28320247
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258230,-42.679557,-71.565767,289779.3,5271576.9,1104.585,1,0,0.98646176,12.94,17.4,20.39,23.83,25.07,13.87,4.6303697,3.1389544,0.90045667
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258231,-42.679846,-71.565193,289827.3,5271546.3,1104.7648,1,0,0.94231635,-1.04,0.18,1.68,9.35,10.96,7.22,0.41003373,2.5341816,0.18534471
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258232,-42.680135,-71.564614,289875.7,5271515.6,1113.6377,1,0,0.9783302,4.15,8.68,12.94,16.2,17.13,13.80,2.8519688,2.7959404,0.75923485
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258233,-42.680425,-71.564032,289924.3,5271484.8,1127.5039,1,0,0.9453635,-1.53,0.07,1.72,4.3,5.35,19.28,0.22028407,1.9804074,0.104286425
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258242,-42.683048,-71.558739,290366.9,5271206.7,1353.8506,1,0,0.98346686,13.88,19.57,21.92,25.63,28.1,17.84,5.5744553,3.1963618,0.9375017
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258243,-42.683340,-71.558150,290416.1,5271175.7,1379.9138,1,0,0.9523683,-1.04,1.79,6.06,9.39,10.29,13.78,0.7769902,2.1881795,0.32185423
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258244,-42.683628,-71.557578,290463.9,5271145.1,1376.2299,1,0,0.98324955,7.29,10.62,12.42,14.81,15.9,13.31,4.3880377,2.6777446,0.88777065
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258247,-42.684488,-71.555886,290605.4,5271053.9,1325.6115,1,0,0.95620865,-0.48,1.94,11.45,17.21,18.41,16.53,1.0780929,2.9032247,0.41657484
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258248,-42.684776,-71.555315,290653.2,5271023.3,1321.7739,1,0,0.98964214,-0.78,0.78,5.46,11.22,13.73,14.39,0.8075122,2.647806,0.33211902
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258249,-42.685062,-71.554756,290699.9,5270992.9,1295.5752,1,0,0.987605,0.78,5.53,12.08,20.5,22.75,11.88,2.0396,3.0061986,0.63901174
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258252,-42.685933,-71.553007,290846.2,5270900.5,1346.1864,1,0,0.9406334,-0.26,2.8,13.65,19.34,21.03,18.21,1.2402405,3.0658495,0.46196812
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0101,334320500400258258,-42.687653,-71.549625,291129.0,5270717.9,1246.5679,1,0,0.98086345,8.3,15.34,19.94,23.83,25.07,15.78,3.823,3.1681826,0.851468
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967042,-42.673747,-71.590818,287706.9,5272159.5,945.3321,1,0,0.979843,-0.26,2.54,5.53,8.53,9.76,19.19,1.3122733,2.224045,0.48098382
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967046,-42.674887,-71.588585,287893.8,5272038.5,837.0443,1,0,0.975609,-0.03,2.17,4.11,6.21,6.99,10.00,1.4834318,1.8781042,0.5235052
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967048,-42.675462,-71.587437,287989.7,5271977.5,836.8495,1,0,0.94011396,-1.19,-0.18,0.74,1.98,2.43,0.29,0.05632661,1.3305846,0.027769962
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967049,-42.675750,-71.586864,288037.7,5271947.0,836.91437,1,0,0.92015404,-1.19,-0.18,0.74,2.02,2.46,0.39,0.06600753,1.4245592,0.032464463
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967050,-42.676037,-71.586290,288085.7,5271916.5,837.08655,1,0,0.9367038,-1.12,-0.11,0.89,2.28,2.8,0.95,0.11753642,1.1886332,0.05707276
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967051,-42.676325,-71.585716,288133.8,5271886.0,838.4198,1,0,0.94728124,-1.3,-0.18,0.89,2.39,2.95,1.19,0.11927106,1.4609071,0.057890166
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967052,-42.676613,-71.585142,288181.7,5271855.5,838.4492,1,0,0.9433105,-1.23,-0.07,1.04,2.76,3.48,1.20,0.16988048,1.5058808,0.08142885
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967053,-42.676900,-71.584568,288229.8,5271824.9,839.34155,1,0,0.94856846,-1.23,-0.18,0.82,2.13,2.61,1.48,0.0918485,1.320599,0.0448845
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967054,-42.677188,-71.583993,288277.9,5271794.4,841.67377,1,0,0.9611608,-1.23,-0.18,0.78,2.05,2.58,2.41,0.012476582,1.1573557,0.0062188506
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967055,-42.677476,-71.583418,288325.9,5271763.9,843.72876,1,0,0.9558425,-1.27,-0.18,0.82,2.24,2.84,5.19,0.10954573,1.5211273,0.053298157
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967056,-42.677764,-71.582842,288374.1,5271733.4,848.62866,1,0,0.9335815,-1.98,-0.14,1.64,4.0,4.86,9.83,0.088793665,1.7281414,0.0434246
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967057,-42.678052,-71.582265,288422.4,5271702.8,854.3373,1,0,0.9734081,-0.82,1.3,3.7,6.47,7.63,10.39,0.86857224,2.0151322,0.35219026
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967058,-42.678341,-71.581685,288470.9,5271672.2,865.4181,1,0,0.9769493,-2.58,-0.33,1.64,3.96,4.67,14.93,0.068551764,1.6430354,0.033694446
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967059,-42.678630,-71.581104,288519.5,5271641.6,878.1687,1,0,0.9774719,-1.12,0.41,2.24,5.01,5.98,12.92,0.48543394,1.8826404,0.21547718
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967060,-42.678918,-71.580528,288567.7,5271611.0,882.94147,1,0,0.98033947,-1.3,0.14,1.64,3.51,4.19,5.01,0.33865258,1.639416,0.15575165
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967061,-42.679206,-71.579953,288615.7,5271580.5,884.5245,1,0,0.9790085,-0.82,0.82,3.14,6.58,7.55,5.21,0.790129,2.0678375,0.3262931
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967062,-42.679494,-71.579378,288663.8,5271550.0,888.40314,1,0,0.944087,-1.23,0.03,1.38,3.4,4.19,8.25,0.29630816,1.6839548,0.13769016
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967076,-42.684119,-71.570076,289441.6,5271059.5,1108.6061,1,0,0.95874083,13.35,17.66,20.84,26.15,27.91,13.87,3.9643,3.1460185,0.86154
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967077,-42.684408,-71.569499,289489.9,5271028.9,1114.5864,1,0,0.958046,7.97,14.7,17.84,20.84,21.81,5.38,2.9304326,2.9451191,0.76846975
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967078,-42.684696,-71.568927,289537.7,5270998.4,1111.4159,1,0,0.97791743,13.84,19.53,22.0,24.8,26.3,7.83,3.8866205,3.1217132,0.8560962
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967079,-42.684985,-71.568349,289586.1,5270967.7,1119.4734,1,0,0.9616768,18.33,21.55,24.06,26.49,27.24,4.16,5.6985884,3.1832838,0.9412084
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967088,-42.687608,-71.563024,290031.2,5270689.7,1399.3713,1,0,0.95987034,-2.43,-0.56,1.19,3.51,4.41,15.83,0.014267489,1.0272925,0.0071083303
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967089,-42.687898,-71.562444,290079.7,5270658.9,1410.2651,1,0,0.9622297,-1.45,0.0,1.45,3.89,5.08,11.40,0.25395238,1.9029416,0.119236715
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967090,-42.688186,-71.561869,290127.7,5270628.3,1411.9656,1,0,0.955274,-0.74,1.3,3.92,6.51,7.29,7.52,0.92123395,1.9269495,0.3690141
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967091,-42.688474,-71.561299,290175.4,5270597.8,1405.067,1,0,0.9533345,0.22,8.3,12.98,15.9,16.87,5.68,1.5625803,2.6911976,0.5419697
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967092,-42.688763,-71.560721,290223.7,5270567.1,1411.7952,1,0,0.98291117,2.32,7.07,10.02,12.34,13.09,17.46,2.5278397,2.562146,0.7170353
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967093,-42.689055,-71.560131,290273.0,5270536.2,1439.9805,1,0,0.96026653,-2.05,-0.14,1.75,4.64,6.06,19.92,0.13682133,2.1914287,0.066120505
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967094,-42.689345,-71.559549,290321.7,5270505.4,1453.7461,1,0,0.9549279,-1.9,-0.44,0.82,2.35,2.91,10.70,0.024734478,1.0066893,0.012290991
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967095,-42.689632,-71.558981,290369.2,5270474.9,1443.9703,1,0,0.95237404,0.18,5.94,10.62,13.28,14.03,8.84,1.542725,2.5652213,0.5374062
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM0110,334320600400967096,-42.689922,-71.558404,290417.4,5270444.2,1449.8838,1,0,0.9804487,-0.63,1.64,4.52,7.37,8.3,13.30,0.9462114,2.049989,0.3768399
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262636,-42.680641,-71.595597,287338.8,5271381.8,932.58325,1,0,0.9876367,3.89,7.48,11.25,21.8,23.79,6.77,3.57409,2.8051064,0.8317477
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262637,-42.680930,-71.595022,287386.9,5271351.2,933.8817,1,0,0.9902638,4.48,9.46,19.93,25.36,26.44,19.83,3.445978,3.1117349,0.8206993
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262638,-42.681217,-71.594458,287434.0,5271320.8,918.3834,1,0,0.9751776,-0.07,1.9,4.37,8.19,9.95,17.83,1.3162752,2.1408784,0.4819735
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262639,-42.681504,-71.593894,287481.3,5271290.3,904.24695,1,0,0.9823234,-1.98,0.11,2.28,6.02,7.63,17.96,0.1921231,2.3522663,0.09158541
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262640,-42.681791,-71.593328,287528.6,5271259.9,892.90894,1,0,0.9864535,-2.2,-0.18,1.68,4.82,6.17,16.68,0.030333584,1.9135307,0.015052185
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262641,-42.682078,-71.592762,287576.0,5271229.4,880.1768,1,0,0.980525,-0.33,1.79,4.15,6.65,7.78,5.54,1.1325042,1.9555084,0.432185
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262642,-42.682367,-71.592187,287624.1,5271198.7,882.5129,1,0,0.962083,-1.3,-0.03,1.27,3.29,4.15,6.70,0.18774268,1.6167369,0.08959391
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262643,-42.682655,-71.591617,287671.8,5271168.2,877.3225,1,0,0.97600573,-2.35,-0.33,1.45,4.0,4.9,15.40,0.014876275,0.8701236,0.007410502
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262645,-42.683229,-71.590490,287766.1,5271107.3,845.9859,1,0,0.954004,-1.3,0.0,1.34,3.44,4.37,15.14,0.09799871,1.7792087,0.047816515
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262646,-42.683517,-71.589922,287813.6,5271076.8,836.836,1,0,0.9822423,0.71,3.77,6.09,8.52,9.27,4.62,1.9408965,2.1252885,0.6207076
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262647,-42.683805,-71.589349,287861.5,5271046.1,835.60144,1,0,0.979412,0.37,2.76,4.78,6.77,7.48,4.84,1.678344,1.9361907,0.56762445
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262648,-42.684094,-71.588777,287909.3,5271015.5,833.8575,1,0,0.90611035,-0.97,0.11,1.27,5.57,6.77,2.52,0.25576016,1.9910715,0.12002986
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262649,-42.684383,-71.588203,287957.3,5270984.9,833.7729,1,0,0.9809542,-0.14,2.35,5.72,8.45,9.38,2.14,1.3713261,2.1671016,0.49601808
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262651,-42.684960,-71.587056,288053.2,5270923.6,833.7378,1,0,0.9610651,-0.89,0.37,2.09,4.75,5.42,11.41,0.45598698,1.6761111,0.20383708
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262654,-42.685834,-71.585294,288200.6,5270831.0,899.55914,1,0,0.98407686,-2.16,0.48,3.03,5.64,6.39,13.87,0.3004364,1.8189938,0.13946451
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262655,-42.686123,-71.584719,288248.7,5270800.4,901.6999,1,0,0.9555362,-1.6,-0.14,1.23,3.03,3.7,5.11,0.017667664,1.0395153,0.00879487
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262656,-42.686411,-71.584150,288296.3,5270769.8,895.91534,1,0,0.9564547,-2.13,-0.26,1.57,4.37,5.46,12.07,0.021545151,1.817016,0.0107146725
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262657,-42.686701,-71.583575,288344.4,5270739.1,898.8164,1,0,0.96115357,-1.98,0.03,2.13,6.09,8.3,13.69,0.14251672,2.4866412,0.0687751
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262658,-42.686991,-71.582994,288393.0,5270708.4,910.98267,1,0,0.98916703,-1.27,0.71,3.21,6.2,7.14,15.61,0.5203057,1.9404116,0.22902356
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262659,-42.687281,-71.582412,288441.6,5270677.6,924.1769,1,0,0.98707503,-2.65,0.18,2.8,5.79,6.84,15.90,0.16434541,1.8834397,0.07888235
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262660,-42.687570,-71.581835,288489.9,5270646.9,930.31775,1,0,0.9802628,-0.89,2.58,6.39,9.91,10.99,15.35,0.90496796,2.3794935,0.36383972
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262663,-42.688444,-71.580074,288637.2,5270554.3,995.8037,1,0,0.95125043,-2.5,-0.29,1.87,5.46,6.8,19.83,0.03799033,1.9037011,0.018815627
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262664,-42.688734,-71.579496,288685.5,5270523.5,1004.05426,1,0,0.9826276,-0.63,2.43,5.42,9.91,11.18,18.10,1.0432608,2.3950548,0.406303
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262665,-42.689024,-71.578916,288734.0,5270492.8,1014.0455,1,0,0.9715225,5.72,8.94,12.12,15.52,16.49,19.68,4.580024,2.6652,0.89773697
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262666,-42.689313,-71.578341,288782.0,5270462.1,1016.77344,1,0,0.98629445,-0.26,3.85,7.59,11.97,13.61,19.34,1.2181448,2.5791821,0.45595786
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262671,-42.690771,-71.575398,289028.1,5270307.6,1138.5844,1,0,0.9506209,-3.03,-0.56,1.75,5.83,7.33,18.10,0.009970619,1.4620355,0.004972885
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1000,334320800400262672,-42.691061,-71.574816,289076.8,5270276.8,1152.5555,1,0,0.9755835,-2.16,-0.07,1.87,4.15,4.93,13.73,0.0991013,1.589482,0.048341263
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257535,-42.686419,-71.597302,287218.8,5270735.9,981.8793,1,0,0.9869101,-2.24,0.18,2.65,6.54,7.66,17.49,0.17759086,2.2425425,0.08496176
GEDI02_A_2024311132120_O33432_04_T08775_02_004_02_V003.h5,BEAM1011,334321100400257536,-42.686708,-71.596720,287267.5,5270705.2,993.7983,1,0,0.961429,-2.13,-0.37,1.23,3.44,4.33,12.35,0.011438806,1.0251328,0.005703054
